,Postnr
2040,"2217, Hokkåsen"
2041,"2218, Lundersæter"
2042,"2123, Bruvoll"
2043,"2120, Sagstua"
2044,"2130, Knapper"
2045,"2133, Gardvik"
2046,"2134, Austvatn"
2047,"2116, Sander"
2048,"2110, Slåstad"
2049,"2223, Galterud"
2050,"2230, Skotterud"
2051,"2233, Vestmarka"
2052,"2240, Magnor"
2053,"2235, Matrand"
2054,"2232, Tobøl"
2055,"7340, Oppdal"
2056,"7310, Gjølme"
2057,"7213, Gåsbakken"
2058,"8003, Bodø"
2059,"8010, Bodø"
2060,"8075, Bodø"
2061,"8056, Saltstraumen"
2062,"7355, Eggkleiva"
2063,"7353, Børsa"
2064,"7354, Viggja"
2065,"8019, Bodø"
2066,"8009, Bodø"
2067,"8030, Bodø"
2068,"8025, Bodø"
2069,"8020, Bodø"
2070,"8015, Bodø"
2071,"8014, Bodø"
2072,"8073, Bodø"
2073,"8070, Bodø"
2074,"8016, Bodø"
2075,"8096, Bliksvær"
2076,"8098, Landegode"
2077,"8097, Givær"
2078,"8093, Kjerringøy"
2079,"8028, Bodø"
2080,"8027, Bodø"
2081,"8006, Bodø"
2082,"8008, Bodø"
2083,"8011, Bodø"
2084,"8029, Bodø"
2085,"8071, Bodø"
2086,"8004, Bodø"
2087,"8026, Bodø"
2088,"8072, Bodø"
2089,"8021, Bodø"
2090,"8013, Bodø"
2091,"8005, Bodø"
2092,"8023, Bodø"
2093,"8079, Bodø"
2094,"8007, Bodø"
2095,"8022, Bodø"
2096,"8074, Bodø"
2097,"5730, Ulvik"
2098,"8076, Bodø"
2099,"8100, Misvær"
2100,"8103, Breivik I Salten"
2101,"8102, Skjerstad"
2102,"3805, Bø I Telemark"
2103,"7506, Stjørdal"
2104,"7503, Stjørdal"
2105,"5719, Finse"
2106,"7512, Stjørdal"
2107,"7505, Stjørdal"
2108,"5715, Stalheim"
2109,"7500, Stjørdal"
2110,"7513, Stjørdal"
2111,"7525, Flornes"
2112,"7519, Elvarli"
2113,"1543, Vestby"
2114,"1540, Vestby"
2115,"1550, Hølen"
2116,"1409, Skotbu"
2117,"1423, Ski"
2118,"1425, Ski"
2119,"1400, Ski"
2120,"1405, Langhus"
2121,"1404, Siggerud"
2122,"1415, Oppegård"
2123,"1914, Ytre Enebakk"
2124,"1911, Flateby"
2125,"1912, Enebakk"
2126,"1447, Drøbak"
2127,"1444, Drøbak"
2128,"1448, Drøbak"
2129,"1446, Drøbak"
2130,"1410, Kolbotn"
2131,"1412, Sofiemyr"
2132,"1420, Svartskog"
2133,"1413, Tårnåsen"
2134,"1414, Trollåsen"
2135,"3029, Drammen"
2136,"9406, Harstad"
2137,"1445, Drøbak"
2138,"9730, Karasjok"
2139,"9737, Karasjok"
2140,"9731, Karasjok"
2141,"4198, Foldøy"
2142,"4167, Helgøy I Ryfylke"
2143,"9405, Harstad"
2144,"9409, Harstad"
2145,"9403, Harstad"
2146,"3040, Drammen"
2147,"9408, Harstad"
2148,"9407, Harstad"
2149,"9411, Harstad"
2150,"9424, Kjøtta"
2151,"9590, Hasvik"
2152,"9595, Sørvær"
2153,"9593, Breivikbotn"
2154,"3045, Drammen"
2155,"3039, Drammen"
2156,"3043, Drammen"
2157,"3480, Filtvet"
2158,"3026, Drammen"
2159,"3034, Drammen"
2160,"3016, Drammen"
2161,"3033, Drammen"
2162,"3032, Drammen"
2163,"3012, Drammen"
2164,"3017, Drammen"
2165,"3027, Drammen"
2166,"3014, Drammen"
2167,"3042, Drammen"
2168,"3036, Drammen"
2169,"3021, Drammen"
2170,"3035, Drammen"
2171,"3041, Drammen"
2172,"3015, Drammen"
2173,"3030, Drammen"
2174,"3037, Drammen"
2175,"3019, Drammen"
2176,"3018, Drammen"
2177,"3046, Drammen"
2178,"3038, Drammen"
2179,"3025, Drammen"
2180,"3044, Drammen"
2181,"3023, Drammen"
2182,"3047, Drammen"
2183,"3048, Drammen"
2184,"3028, Drammen"
2185,"3024, Drammen"
2186,"3022, Drammen"
2187,"3011, Drammen"
2188,"3484, Holmsbu"
2189,"5459, Fjelberg"
2190,"5470, Rosendal"
2191,"5476, Mauranger"
2192,"5474, Løfallstrand"
2193,"5462, Herøysundet"
2194,"5464, Dimmelsvik"
2195,"5450, Sunde I Sunnhordland"
2196,"5454, Sæbøvik"
2197,"8517, Narvik"
2198,"8516, Narvik"
2199,"5637, Ølve"
2200,"5460, Husnes"
2201,"5455, Halsnøy Kloster"
2202,"5457, Høylandsbygd"
2203,"5636, Varaldsøy"
2204,"5458, Arnavik"
2205,"5452, Sandvoll"
2206,"5451, Valen"
2207,"5498, Matre"
2208,"5473, Snilstveitøy"
2209,"5463, Uskedalen"
2210,"5472, Seimsfoss"
2211,"5635, Hatlestrand"
2212,"5453, Utåker"
2213,"3472, Bødalen"
2214,"3440, Røyken"
2215,"3783, Kragerø Skjærgård"
2216,"8145, Storvik"
2217,"9620, Kvalsund"
2218,"9715, Kokelv"
2219,"9624, Revsneshamn"
2220,"3408, Tranby"
2221,"8120, Nygårdsjøen"
2222,"8140, Inndyr"
2223,"2630, Ringebu"
2224,"8136, Nordarnøy"
2225,"8130, Sandhornøy"
2226,"8135, Sørarnøy"
2227,"8094, Fleinvær"
2228,"2634, Fåvang"
2229,"7994, Leka"
2230,"7993, Gutvik"
2231,"2642, Kvam"
2232,"2643, Skåbu"
2233,"2674, Mysusæter"
2234,"2632, Venabygd"
2235,"2647, Sør-Fron"
2236,"3530, Røyse"
2237,"3538, Sollihøgda"
2238,"3370, Vikersund"
2239,"3360, Geithus"
2240,"5641, Fusa"
2241,"5645, Sævareid"
2242,"5646, Nordtveitgrend"
2243,"5209, Os"
2244,"5200, Os"
2245,"5212, Søfteland"
2246,"5208, Os"
2247,"5210, Os"
2248,"5211, Os"
2249,"5217, Hagavik"
2250,"5215, Lysekloster"
2251,"5216, Lepsøy"
2252,"5218, Nordstrøno"
2253,"5388, Litlakalsøy"
2254,"5387, Møkster"
2255,"5263, Trengereid"
2256,"7710, Sparbu"
2257,"7717, Steinkjer"
2258,"7718, Steinkjer"
2259,"7732, Steinkjer"
2260,"7716, Steinkjer"
2261,"7711, Steinkjer"
2262,"7724, Steinkjer"
2263,"7725, Steinkjer"
2264,"7713, Steinkjer"
2265,"7715, Steinkjer"
2266,"7712, Steinkjer"
2267,"7714, Steinkjer"
2268,"7796, Follafoss"
2269,"7790, Malm"
2270,"7797, Verrabotn"
2271,"7970, Kolvereid"
2272,"7924, Austafjord"
2273,"7818, Lund"
2274,"7940, Ottersøy"
2275,"7944, Indre Nærøy"
2276,"7950, Abelvær"
2277,"7990, Naustbukta"
2278,"7973, Gjerdinga"
2279,"7985, Foldereid"
2280,"6272, Hildre"
2281,"7980, Terråk"
2282,"6293, Longva"
2283,"6290, Haramsøy"
2284,"6285, Storekalvøy"
2285,"4319, Sandnes"
2286,"2063, Jessheim"
2287,"7234, Ler"
2288,"2034, Holter"
2289,"2032, Maura"
2290,"2033, Åsgreina"
2291,"4327, Sandnes"
2292,"7236, Hovin I Gauldal"
2293,"4313, Sandnes"
2294,"4315, Sandnes"
2295,"4328, Sandnes"
2296,"4336, Sandnes"
2297,"4337, Sandnes"
2298,"4329, Sandnes"
2299,"4332, Figgjo"
2300,"4310, Hommersåk"
2301,"4321, Sandnes"
2302,"4309, Sandnes"
2303,"4307, Sandnes"
2304,"4314, Sandnes"
2305,"4312, Sandnes"
2306,"4318, Sandnes"
2307,"4317, Sandnes"
2308,"4322, Sandnes"
2309,"4306, Sandnes"
2310,"4325, Sandnes"
2311,"4323, Sandnes"
2312,"4316, Sandnes"
2313,"4320, Sandnes"
2314,"4324, Sandnes"
2315,"7345, Driva"
2316,"4338, Sandnes"
2317,"7224, Melhus"
2318,"7227, Gimse"
2319,"7212, Korsvegen"
2320,"7228, Kvål"
2321,"7560, Vikhammer"
2322,"7562, Saksvik"
2323,"7563, Malvik"
2324,"7342, Lønset"
2325,"7343, Vognill"
2326,"4021, Stavanger"
2327,"4011, Stavanger"
2328,"4022, Stavanger"
2329,"4012, Stavanger"
2330,"4009, Stavanger"
2331,"4010, Stavanger"
2332,"4049, Hafrsfjord"
2333,"4047, Hafrsfjord"
2334,"4025, Stavanger"
2335,"4007, Stavanger"
2336,"4005, Stavanger"
2337,"4026, Stavanger"
2338,"4024, Stavanger"
2339,"4016, Stavanger"
2340,"4015, Stavanger"
2341,"4019, Stavanger"
2342,"8409, Gullesfjord"
2343,"4006, Stavanger"
2344,"4031, Stavanger"
2345,"4028, Stavanger"
2346,"4008, Stavanger"
2347,"4029, Stavanger"
2348,"4046, Hafrsfjord"
2349,"4048, Hafrsfjord"
2350,"4034, Stavanger"
2351,"4154, Austre Åmøy"
2352,"4035, Stavanger"
2353,"4076, Vassøy"
2354,"7380, Ålen"
2355,"7383, Haltdalen"
2356,"7590, Tydal"
2357,"2582, Grimsbu"
2358,"2584, Dalholen"
2359,"2552, Dalsbygda"
2360,"3579, Torpo"
2361,"3577, Hovet"
2362,"3595, Haugastøl"
2363,"3593, Ustaoset"
2364,"3576, Hol"
2365,"7760, Snåsa"
2366,"7884, Sørli"
2367,"7882, Nordli"
2368,"7876, Kongsmoen"
2369,"4534, Marnardal"
2370,"4540, Åseral"
2371,"4544, Fossdal"
2372,"4532, Øyslebø"
2373,"2966, Slidre"
2374,"4525, Konsmo"
2375,"4528, Kollungtveit"
2376,"2917, Skrautvål"
2377,"2933, Reinli"
2378,"2940, Heggenes"
2379,"2943, Rogne"
2380,"2952, Beito"
2381,"2953, Beitostølen"
2382,"2950, Skammestein"
2383,"3188, Horten"
2384,"3179, Åsgårdstrand"
2385,"3186, Horten"
2386,"3189, Horten"
2387,"3180, Nykirke"
2388,"3187, Horten"
2389,"3182, Horten"
2390,"3181, Horten"
2391,"3176, Undrumsdal"
2392,"3085, Holmestrand"
2393,"3084, Holmestrand"
2394,"3083, Holmestrand"
2395,"3086, Holmestrand"
2396,"3077, Sande I Vestfold"
2397,"3074, Sande I Vestfold"
2398,"3060, Svelvik"
2399,"3075, Berger"
2400,"3076, Sande I Vestfold"
2401,"3072, Sande I Vestfold"
2402,"3073, Sande I Vestfold"
2403,"3070, Sande I Vestfold"
2404,"3173, Vear"
2405,"3159, Melsomvik"
2406,"3160, Stokke"
2407,"3171, Sem"
2408,"3233, Sandefjord"
2409,"3140, Nøtterøy"
2410,"6511, Kristiansund N"
2411,"6514, Kristiansund N"
2412,"5554, Valevåg"
2413,"5555, Førde I Hordaland"
2414,"5420, Rubbestadneset"
2415,"5430, Bremnes"
2416,"5440, Mosterhamn"
2417,"6508, Kristiansund N"
2418,"5687, Flatråker"
2419,"3154, Tolvsrød"
2420,"3151, Tolvsrød"
2421,"3157, Barkåker"
2422,"6516, Kristiansund N"
2423,"6509, Kristiansund N"
2424,"5693, Årbakka"
2425,"6507, Kristiansund N"
2426,"6517, Kristiansund N"
2427,"6512, Kristiansund N"
2428,"3118, Tønsberg"
2429,"8534, Liland"
2430,"9436, Kongsvik"
2431,"7896, Brekkvasselv"
2432,"7892, Trones"
2433,"8665, Mosjøen"
2434,"8660, Mosjøen"
2435,"8661, Mosjøen"
2436,"8663, Mosjøen"
2437,"8657, Mosjøen"
2438,"3274, Larvik"
2439,"3811, Hørte"
2440,"3123, Tønsberg"
2441,"3170, Sem"
2442,"3150, Tolvsrød"
2443,"3113, Tønsberg"
2444,"3122, Tønsberg"
2445,"3153, Tolvsrød"
2446,"3152, Tolvsrød"
2447,"3124, Tønsberg"
2448,"3111, Tønsberg"
2449,"3172, Vear"
2450,"3132, Husøysund"
2451,"3117, Tønsberg"
2452,"3125, Tønsberg"
2453,"3110, Tønsberg"
2454,"3126, Tønsberg"
2455,"3116, Tønsberg"
2456,"3127, Tønsberg"
2457,"3112, Tønsberg"
2458,"3115, Tønsberg"
2459,"3263, Larvik"
2460,"3258, Larvik"
2461,"3259, Larvik"
2462,"3265, Larvik"
2463,"4515, Mandal"
2464,"4517, Mandal"
2465,"9609, Nordre Seiland"
2466,"9603, Hammerfest"
2467,"9602, Hammerfest"
2468,"9600, Hammerfest"
2469,"9601, Hammerfest"
2470,"9650, Akkarfjord"
2471,"9651, Langstrand"
2472,"9664, Sandøybotn"
2473,"9657, Kårhamn"
2474,"9610, Rypefjord"
2475,"9612, Forsøl"
2476,"3121, Nøtterøy"
2477,"3225, Sandefjord"
2478,"3216, Sandefjord"
2479,"3221, Sandefjord"
2480,"3224, Sandefjord"
2481,"3213, Sandefjord"
2482,"3219, Sandefjord"
2483,"3235, Sandefjord"
2484,"3234, Sandefjord"
2485,"3229, Sandefjord"
2486,"3212, Sandefjord"
2487,"3209, Sandefjord"
2488,"3228, Sandefjord"
2489,"3222, Sandefjord"
2490,"3211, Sandefjord"
2491,"3208, Sandefjord"
2492,"3226, Sandefjord"
2493,"3218, Sandefjord"
2494,"3236, Sandefjord"
2495,"3210, Sandefjord"
2496,"3237, Sandefjord"
2497,"3214, Sandefjord"
2498,"3241, Sandefjord"
2499,"3217, Sandefjord"
2500,"3230, Sandefjord"
2501,"3242, Sandefjord"
2502,"3223, Sandefjord"
2503,"3239, Sandefjord"
2504,"3227, Sandefjord"
2505,"3215, Sandefjord"
2506,"3231, Sandefjord"
2507,"3238, Sandefjord"
2508,"3244, Sandefjord"
2509,"3120, Nøtterøy"
2510,"3128, Nøtterøy"
2511,"3142, Vestskogen"
2512,"3133, Duken"
2513,"3138, Skallestad"
2514,"3143, Kjøpmannskjær"
2515,"4625, Flekkerøy"
2516,"3144, Veierland"
2517,"6644, Bæverfjord"
2518,"6652, Surnadal"
2519,"3145, Tjøme"
2520,"3148, Hvasser"
2521,"6653, Øvre Surnadal"
2522,"6655, Vindøla"
2523,"6643, Bøfjorden"
2524,"6645, Todalen"
2525,"6640, Kvanne"
2526,"6642, Stangvik"
2527,"4636, Kristiansand S"
2528,"4643, Søgne"
2529,"4766, Herefoss"
2530,"4658, Tveit"
2531,"4634, Kristiansand S"
2532,"4830, Hynnekleiv"
2533,"4640, Søgne"
2534,"4622, Kristiansand S"
2535,"4626, Kristiansand S"
2536,"4631, Kristiansand S"
2537,"4624, Kristiansand S"
2538,"4638, Kristiansand S"
2539,"4637, Kristiansand S"
2540,"4633, Kristiansand S"
2541,"4620, Kristiansand S"
2542,"4630, Kristiansand S"
2543,"4635, Kristiansand S"
2544,"4645, Nodeland"
2545,"4647, Brennåsen"
2546,"4646, Finsland"
2547,"4628, Kristiansand S"
2548,"4629, Kristiansand S"
2549,"4641, Søgne"
2550,"4644, Søgne"
2551,"4642, Søgne"
2552,"4632, Kristiansand S"
2553,"4616, Kristiansand S"
2554,"2407, Elverum"
2555,"2414, Elverum"
2556,"4617, Kristiansand S"
2557,"4623, Kristiansand S"
2558,"4619, Mosby"
2559,"4657, Kjevik"
2560,"4656, Hamresanden"
2561,"4612, Kristiansand S"
2562,"4621, Kristiansand S"
2563,"4615, Kristiansand S"
2564,"4610, Kristiansand S"
2565,"4608, Kristiansand S"
2566,"4618, Kristiansand S"
2567,"4614, Kristiansand S"
2568,"4611, Kristiansand S"
2569,"4613, Kristiansand S"
2570,"2270, Flisa"
2571,"4639, Kristiansand S"
2572,"2416, Jømna"
2573,"2410, Hernes"
2574,"2415, Heradsbygd"
2575,"2409, Elverum"
2576,"2413, Elverum"
2577,"2408, Elverum"
2578,"9441, Fjelldal"
2579,"2266, Arneberg"
2580,"2283, Åsnes Finnskog"
2581,"2436, Våler I Solør"
2582,"2412, Sørskogbygda"
2583,"2411, Elverum"
2584,"2432, Slettås"
2585,"6895, Feios"
2586,"8985, Ylvingen"
2587,"8986, Vega"
2588,"8976, Vevelstad"
2589,"8870, Visthus"
2590,"8762, Sleneset"
2591,"8740, Nord-Solvær"
2592,"8764, Lovund"
2593,"8752, Konsvikosen"
2594,"8732, Aldra"
2595,"8730, Bratland"
2596,"8733, Stuvland"
2597,"8735, Stokkvågen"
2598,"8766, Lurøy"
2599,"8743, Indre Kvarøy"
2600,"8750, Tonnes"
2601,"4824, Bjorbekk"
2602,"1785, Halden"
2603,"1779, Halden"
2604,"1772, Halden"
2605,"1788, Halden"
2606,"1791, Tistedal"
2607,"1767, Halden"
2608,"4820, Froland"
2609,"4832, Mykland"
2610,"4827, Frolands Verk"
2611,"4828, Mjåvatn"
2612,"4158, Bru"
2613,"9742, Kunes"
2614,"9740, Lebesby"
2615,"9790, Kjøllefjord"
2616,"9782, Dyfjord"
2617,"9717, Veidnesklubben"
2618,"1765, Halden"
2619,"1792, Tistedal"
2620,"1789, Berg I Østfold"
2621,"1794, Sponvika"
2622,"1781, Halden"
2623,"1783, Halden"
2624,"1782, Halden"
2625,"1764, Halden"
2626,"1766, Halden"
2627,"1793, Tistedal"
2628,"1768, Halden"
2629,"1796, Kornsjø"
2630,"1777, Halden"
2631,"1776, Halden"
2632,"1786, Halden"
2633,"1771, Halden"
2634,"1784, Halden"
2635,"1769, Halden"
2636,"1778, Halden"
2637,"9143, Skibotn"
2638,"9046, Oteren"
2639,"4405, Flekkefjord"
2640,"4438, Sira"
2641,"4400, Flekkefjord"
2642,"4404, Flekkefjord"
2643,"4406, Flekkefjord"
2644,"5019, Bergen"
2645,"5034, Bergen"
2646,"4432, Hidrasund"
2647,"4436, Gyland"
2648,"5146, Fyllingsdalen"
2649,"5096, Bergen"
2650,"5223, Nesttun"
2651,"5232, Paradis"
2652,"5036, Bergen"
2653,"5081, Bergen"
2654,"5003, Bergen"
2655,"5031, Bergen"
2656,"5053, Bergen"
2657,"5225, Nesttun"
2658,"5089, Bergen"
2659,"5005, Bergen"
2660,"5154, Bønes"
2661,"5141, Fyllingsdalen"
2662,"5052, Bergen"
2663,"5142, Fyllingsdalen"
2664,"5016, Bergen"
2665,"5018, Bergen"
2666,"5067, Bergen"
2667,"5032, Bergen"
2668,"5010, Bergen"
2669,"5017, Bergen"
2670,"5063, Bergen"
2671,"5004, Bergen"
2672,"5007, Bergen"
2673,"5059, Bergen"
2674,"5022, Bergen"
2675,"5055, Bergen"
2676,"5009, Bergen"
2677,"5011, Bergen"
2678,"5008, Bergen"
2679,"5015, Bergen"
2680,"5144, Fyllingsdalen"
2681,"5043, Bergen"
2682,"5006, Bergen"
2683,"5093, Bergen"
2684,"5148, Fyllingsdalen"
2685,"5014, Bergen"
2686,"5039, Bergen"
2687,"5042, Bergen"
2688,"5057, Bergen"
2689,"5058, Bergen"
2690,"5037, Bergen"
2691,"5012, Bergen"
2692,"5235, Rådal"
2693,"5252, Søreidgrend"
2694,"5228, Nesttun"
2695,"5097, Bergen"
2696,"5038, Bergen"
2697,"5147, Fyllingsdalen"
2698,"5068, Bergen"
2699,"5073, Bergen"
2700,"5054, Bergen"
2701,"5094, Bergen"
2702,"5033, Bergen"
2703,"5056, Bergen"
2704,"5143, Fyllingsdalen"
2705,"5045, Bergen"
2706,"5035, Bergen"
2707,"5021, Bergen"
2708,"5145, Fyllingsdalen"
2709,"5184, Olsvik"
2710,"5264, Garnes"
2711,"5260, Indre Arna"
2712,"5013, Bergen"
2713,"5262, Arnatveit"
2714,"5265, Ytre Arna"
2715,"5268, Haukeland"
2716,"5267, Espeland"
2717,"5261, Indre Arna"
2718,"5131, Nyborg"
2719,"5230, Paradis"
2720,"5226, Nesttun"
2721,"5231, Paradis"
2722,"5236, Rådal"
2723,"5152, Bønes"
2724,"5221, Nesttun"
2725,"5222, Nesttun"
2726,"5251, Søreidgrend"
2727,"5238, Rådal"
2728,"5151, Straumsgrend"
2729,"5155, Bønes"
2730,"5072, Bergen"
2731,"5153, Bønes"
2732,"5239, Rådal"
2733,"5229, Kalandseidet"
2734,"5258, Blomsterdalen"
2735,"5243, Fana"
2736,"5244, Fana"
2737,"5075, Bergen"
2738,"5098, Bergen"
2739,"5099, Bergen"
2740,"5224, Nesttun"
2741,"5227, Nesttun"
2742,"5237, Rådal"
2743,"5254, Sandsli"
2744,"5257, Kokstad"
2745,"5082, Bergen"
2746,"5161, Laksevåg"
2747,"5253, Sandsli"
2748,"5170, Bjørndalstræ"
2749,"5164, Laksevåg"
2750,"5171, Loddefjord"
2751,"5165, Laksevåg"
2752,"5174, Mathopen"
2753,"5160, Laksevåg"
2754,"5162, Laksevåg"
2755,"5178, Loddefjord"
2756,"5132, Nyborg"
2757,"5179, Godvik"
2758,"5176, Loddefjord"
2759,"5172, Loddefjord"
2760,"5173, Loddefjord"
2761,"5163, Laksevåg"
2762,"5108, Hordvik"
2763,"5114, Tertnes"
2764,"5183, Olsvik"
2765,"5116, Ulset"
2766,"5115, Ulset"
2767,"5111, Breistein"
2768,"5106, Øvre Ervik"
2769,"5119, Ulset"
2770,"5122, Morvik"
2771,"5124, Morvik"
2772,"5101, Eidsvågneset"
2773,"5105, Eidsvåg I Åsane"
2774,"5104, Eidsvåg I Åsane"
2775,"5135, Flaktveit"
2776,"5118, Ulset"
2777,"5117, Ulset"
2778,"5113, Tertnes"
2779,"5137, Mjølkeråen"
2780,"5136, Mjølkeråen"
2781,"5107, Salhus"
2782,"5130, Nyborg"
2783,"5121, Ulset"
2784,"5109, Hylkje"
2785,"5134, Flaktveit"
2786,"4885, Grimstad"
2787,"5041, Bergen"
2788,"4886, Grimstad"
2789,"9360, Bardu"
2790,"9380, Gryllefjord"
2791,"9381, Torsken"
2792,"9395, Kaldfarnes"
2793,"9385, Skaland"
2794,"9386, Senjahopen"
2795,"9393, Flakstadvåg"
2796,"9372, Gibostad"
2797,"9373, Botnhamn"
2798,"9303, Silsand"
2799,"4879, Grimstad"
2800,"4876, Grimstad"
2801,"4878, Grimstad"
2802,"4877, Grimstad"
2803,"4888, Homborsund"
2804,"9516, Alta"
2805,"9515, Alta"
2806,"9513, Alta"
2807,"7370, Brekkebygd"
2808,"7375, Røros"
2809,"7374, Røros"
2810,"7372, Glåmos"
2811,"9536, Korsfjorden"
2812,"9514, Alta"
2813,"9517, Alta"
2814,"9762, Kamøyvær"
2815,"9766, Sarnes"
2816,"9760, Nordvågen"
2817,"9750, Honningsvåg"
2818,"9300, Finnsnes"
2819,"9130, Hansnes"
2820,"9826, Sirma"
2821,"9843, Tana"
2822,"9844, Tana"
2823,"9135, Vannvåg"
2824,"9132, Stakkvik"
2825,"8159, Støtt"
2826,"9136, Vannareid"
2827,"9138, Karlsøy"
2828,"7046, Trondheim"
2829,"7052, Trondheim"
2830,"9064, Svensby"
2831,"9302, Rossfjordstraumen"
2832,"9307, Finnsnes"
2833,"9308, Finnsnes"
2834,"9389, Husøy I Senja"
2835,"7031, Trondheim"
2836,"7080, Heimdal"
2837,"7044, Trondheim"
2838,"7067, Trondheim"
2839,"7068, Trondheim"
2840,"7032, Trondheim"
2841,"7027, Trondheim"
2842,"7048, Trondheim"
2843,"7029, Trondheim"
2844,"7050, Trondheim"
2845,"9586, Loppa"
2846,"7017, Trondheim"
2847,"7059, Jakobsli"
2848,"7015, Trondheim"
2849,"7018, Trondheim"
2850,"7019, Trondheim"
2851,"7074, Spongdal"
2852,"7069, Trondheim"
2853,"7051, Trondheim"
2854,"7099, Flatåsen"
2855,"7058, Jakobsli"
2856,"7043, Trondheim"
2857,"7072, Heimdal"
2858,"7010, Trondheim"
2859,"7049, Trondheim"
2860,"7014, Trondheim"
2861,"7030, Trondheim"
2862,"7033, Trondheim"
2863,"7098, Saupstad"
2864,"7011, Trondheim"
2865,"7028, Trondheim"
2866,"7016, Trondheim"
2867,"7013, Trondheim"
2868,"7040, Trondheim"
2869,"7088, Heimdal"
2870,"7082, Kattem"
2871,"7026, Trondheim"
2872,"7091, Tiller"
2873,"7079, Flatåsen"
2874,"7038, Trondheim"
2875,"7035, Trondheim"
2876,"7071, Trondheim"
2877,"7066, Trondheim"
2878,"7025, Trondheim"
2879,"7097, Saupstad"
2880,"7036, Trondheim"
2881,"7042, Trondheim"
2882,"7075, Tiller"
2883,"7078, Saupstad"
2884,"7034, Trondheim"
2885,"7057, Jonsvatnet"
2886,"0375, Oslo"
2887,"0976, Oslo"
2888,"0491, Oslo"
2889,"0287, Oslo"
2890,"1182, Oslo"
2891,"0463, Oslo"
2892,"0664, Oslo"
2893,"0851, Oslo"
2894,"1256, Oslo"
2895,"7982, Bindalseidet"
2896,"1284, Oslo"
2897,"1168, Oslo"
2898,"1666, Rolvsøy"
2899,"0587, Oslo"
2900,"0187, Oslo"
2901,"0280, Oslo"
2902,"0275, Oslo"
2903,"1187, Oslo"
2904,"0575, Oslo"
2905,"0286, Oslo"
2906,"0281, Oslo"
2907,"0478, Oslo"
2908,"0490, Oslo"
2909,"0475, Oslo"
2910,"0656, Oslo"
2911,"0668, Oslo"
2912,"0951, Oslo"
2913,"0172, Oslo"
2914,"0852, Oslo"
2915,"0158, Oslo"
2916,"0157, Oslo"
2917,"0180, Oslo"
2918,"0150, Oslo"
2919,"0177, Oslo"
2920,"0582, Oslo"
2921,"0960, Oslo"
2922,"0855, Oslo"
2923,"0192, Oslo"
2924,"0957, Oslo"
2925,"0198, Oslo"
2926,"0771, Oslo"
2927,"0958, Oslo"
2928,"0959, Oslo"
2929,"0785, Oslo"
2930,"0767, Oslo"
2931,"0482, Oslo"
2932,"0579, Oslo"
2933,"1166, Oslo"
2934,"0782, Oslo"
2935,"0576, Oslo"
2936,"1154, Oslo"
2937,"0757, Oslo"
2938,"0988, Oslo"
2939,"0592, Oslo"
2940,"0474, Oslo"
2941,"0373, Oslo"
2942,"0768, Oslo"
2943,"0372, Oslo"
2944,"0489, Oslo"
2945,"0455, Oslo"
2946,"0454, Oslo"
2947,"0583, Oslo"
2948,"0956, Oslo"
2949,"0371, Oslo"
2950,"0253, Oslo"
2951,"0181, Oslo"
2952,"0159, Oslo"
2953,"0461, Oslo"
2954,"0368, Oslo"
2955,"0671, Oslo"
2956,"0179, Oslo"
2957,"0376, Oslo"
2958,"1258, Oslo"
2959,"0763, Oslo"
2960,"0488, Oslo"
2961,"0657, Oslo"
2962,"0876, Oslo"
2963,"0494, Oslo"
2964,"0276, Oslo"
2965,"0753, Oslo"
2966,"1156, Oslo"
2967,"0682, Oslo"
2968,"1170, Oslo"
2969,"0467, Oslo"
2970,"0183, Oslo"
2971,"0677, Oslo"
2972,"1181, Oslo"
2973,"0360, Oslo"
2974,"0751, Oslo"
2975,"0655, Oslo"
2976,"1285, Oslo"
2977,"0950, Oslo"
2978,"0257, Oslo"
2979,"0873, Oslo"
2980,"0196, Oslo"
2981,"1163, Oslo"
2982,"1152, Oslo"
2983,"0265, Oslo"
2984,"0263, Oslo"
2985,"0774, Oslo"
2986,"0151, Oslo"
2987,"0874, Oslo"
2988,"0667, Oslo"
2989,"0193, Oslo"
2990,"1155, Oslo"
2991,"0679, Oslo"
2992,"1262, Oslo"
2993,"0476, Oslo"
2994,"0465, Oslo"
2995,"0469, Oslo"
2996,"0468, Oslo"
2997,"0870, Oslo"
2998,"0354, Oslo"
2999,"0165, Oslo"
3000,"0551, Oslo"
3001,"0854, Oslo"
3002,"1251, Oslo"
3003,"0283, Oslo"
3004,"0486, Oslo"
3005,"0596, Oslo"
3006,"0871, Oslo"
3007,"0155, Oslo"
3008,"0659, Oslo"
3009,"0652, Oslo"
3010,"0168, Oslo"
3011,"0191, Oslo"
3012,"0687, Oslo"
3013,"0473, Oslo"
3014,"1086, Oslo"
3015,"0483, Oslo"
3016,"0496, Oslo"
3017,"0773, Oslo"
3018,"0553, Oslo"
3019,"0174, Oslo"
3020,"1253, Oslo"
3021,"0487, Oslo"
3022,"0574, Oslo"
3023,"0383, Oslo"
3024,"1266, Oslo"
3025,"0271, Oslo"
3026,"0674, Oslo"
3027,"1281, Oslo"
3028,"1272, Oslo"
3029,"0361, Oslo"
3030,"0355, Oslo"
3031,"0366, Oslo"
3032,"0367, Oslo"
3033,"0340, Oslo"
3034,"0139, Oslo"
3035,"0565, Oslo"
